-0.95942,-0.29729
-0.63634,0.35487
-0.31745,0.77349
-1.038,0.2468
-0.99377,0.060149
-0.63722,0.21857
-0.21572,0.075282
-0.56552,0.33717
-0.97882,-0.21575
-0.9138,-0.15361
-0.49216,-0.7529
0.6439,0.89682
-0.20259,1.1054
-0.58856,0.022457
-1.1406,-0.074716
-0.61778,0.65549
-0.14349,-1.3583
0.13758,0.99741
-0.35944,-0.78884
-0.88659,-0.22833
-0.76837,-0.32939
-0.31076,0.1126
-0.63553,0.64247
-0.40853,0.33478
-0.46444,-0.063343
-1.1286,-0.14086
-1.0024,-0.045565
-0.60103,-0.77454
-0.58051,0.51396
-1.0039,-0.18748
-0.47435,0.071073
-0.034656,-0.027052
-0.93319,0.24266
-0.5393,1.0182
-0.057284,0.29553
0.057291,0.70274
-0.19936,0.58385
-0.76109,0.11304
-0.15936,0.94953
-0.72292,0.38025
-0.38517,-0.70652
0.19684,-1.7834
-0.32421,0.65002
-0.67445,0.31222
-0.026717,0.98112
-0.2851,0.74851
-0.46774,0.10928
-0.5521,1.0093
-0.33095,0.18127
-0.85946,0.38676
-0.56459,0.38609
0.15529,0.3636
-0.3183,0.44637
0.76507,0.85793
-0.53072,0.096713
-0.58314,-0.16397
-0.22818,0.58528
-0.25059,0.70893
-0.46868,-0.42943
-0.80829,-0.16372
-0.67953,0.2391
0.141,0.60135
-0.090092,-0.24158
-0.30562,-0.15465
-0.12495,0.50888
-0.72563,-0.017168
-0.14111,-0.27905
-0.67346,-0.44456
-1.0455,-0.12843
-0.77596,0.15124
-0.4173,-0.34331
-1.1852,-0.12284
-0.13984,0.91923
-0.70768,-0.10654
-0.6584,0.25377
-0.69958,-0.58247
-0.46799,-0.71266
-0.79995,-0.17099
-0.082859,0.90234
-1.2218,-0.40334
-0.76559,-0.32088
-0.81927,0.65282
-0.64448,0.61857
0.40103,1.0721
0.49725,1.3893
-0.191,1.1733
0.11333,0.17766
0.14613,0.72319
0.2178,0.60505
0.13674,0.71825
-0.20105,-0.034932
-0.13446,1.2624
-0.31508,0.18209
0.12692,1.4361
0.92226,-0.19391
-0.36597,0.40449
-0.22516,0.40388
-0.60155,0.49377
-0.62059,-0.52309
-0.51158,-0.14822
-0.75147,0.60104
-0.60456,0.34188
0.14965,0.35088
-0.52197,-0.42484
-0.47288,-0.51656
-0.47592,0.46672
-0.89074,-0.18884
0.24648,0.86195
-0.8683,-0.053608
-0.76642,0.35417
-0.40038,-0.41043
-0.88577,-0.028265
-0.87709,0.26053
-1.082,-0.049348
-0.22511,-0.19406
0.34114,0.57328
-0.60919,0.23698
-0.069456,0.75417
-1.1102,0.30403
-0.64021,-0.21886
-0.099945,0.16883
-0.19101,0.55297
-0.43277,0.13466
-0.44552,-0.25725
-0.77333,0.14736
-0.60836,-0.09795
-0.60982,-0.09019
-0.81077,0.32464
-0.49024,1.0109
-1.0925,-0.21701
-0.96355,-0.12837
-0.29333,0.52027
-0.30338,-0.038514
-0.23148,0.91101
-0.51297,0.57744
-0.22415,0.39864
-0.49167,0.19732
-1.5116,-0.3937
-0.87417,0.25951
