0.1594684385,0.5273430908,0.5333333333,0.9399844325,0.9181576489,0.96875,0.96875,0.734037037,0.6308264318,0.0176470588,1,1,0.072050673,0.6455680638,0.5107095504,0.1396255982,0.0487338685,0.9062680032,0.9095352626,0.1404953709,0.1388075449,0.9018225096,0.9018295932,0.1412880952,0.1412857143,0.8149748963,0.8075741654,0.091576087,0.0718822394,0.0078431373,0.0363678805,0.0372741255,0.4341833492,1,0.428,0.0027862209,1,0.9726262626,0.0157789409,1,-1,1,0.0117762272,0.4110344828,0.4157894737,0.0349051188,0.5,0.5,1,0.392,0.0023376623,0.004928442,0.9883838384,0.0148291925,0.0891238671,-0.054658762,0.3616071429,0.0977011494,1,0.0442222975,0.0104684789,0.3656697009
0.1046511628,0.6607116741,0.4063466667,0.9262152079,0.8948767694,0.96825,0.96825,0.7752222222,0.6956771507,0.0176470588,0.7215686275,0.7301877059,0.0498812352,0.8023662495,0.3037493678,0.3025284825,0.0703933656,0.8664304643,0.8691131973,0.2621017194,0.2450583524,0.862778883,0.862780508,0.2721190476,0.2721071429,0.7142545296,0.6485934848,0.2726032609,0.2656129344,0.4470588235,0.0363678805,0.0372741255,0.2986839318,1,0.268,0.0027862209,1,0.992020202,0.0157789409,1,-1,1,0.0117762272,0.2703448276,0.2702470462,0.0353341996,0.5,0.5,1,0.256,0.0023376623,0.0184813949,0.9922222222,0.0148291925,0.1378398792,-0.0307067501,0.2276785714,0.0689655172,1,0.0447305998,0.0104684789,0.2408322497
0.1112956811,0.4029857463,0.4457706667,0.6698070161,0.5954300496,0.7761166667,0.7761111111,0.6360740741,0.5483268706,0.0176470588,0.6156862745,0.6230405968,0.0514647664,0.4413902399,0.4205770992,0.3258015332,0.1137123597,0.6159983869,0.5698114671,0.3292613523,0.3178480686,0.6722680119,0.6722718929,0.3296666667,0.3296706349,0.6537437241,0.6335785304,0.2887391304,0.2675434363,0.7607843137,0.0363678805,0.0372741255,0.2507811672,1,0.3,0.0027862209,1,0.9456565657,0.0157789409,1,-1,1,0.0117762272,0.2193103448,0.2055853921,0.0575028706,0.5,0.5,1,0.288,0.0023376623,0.0738084609,0.9518181818,0.0148291925,0.1997734139,-0.0544907105,0.21875,0.1149425287,1,0.069637411,0.0104684789,0.1815344603
0.1993355482,0.3749957813,0.7022186667,0.9711732024,0.9524322771,0.9783333333,0.9756666667,0.8341481481,0.7491981426,0.0176470588,1,1,0.0878859857,0.4184791519,0.6033980782,0.2480199907,0.1598149216,0.7847390252,0.7730855768,0.3116027414,0.2937212006,0.7969482734,0.7969388359,0.3217619048,0.32175,0.6964418249,0.6821598901,0.3042173913,0.2947393822,0.7333333333,0.0363678805,0.0372741255,0.4541494545,1,0.504,0.0027862209,1,0.9703030303,0.0157789409,1,-1,1,0.0117762272,0.4317241379,0.4436090226,0.0911071493,0.5,0.5,1,0.46,0.0023376623,0.0381450067,0.9827272727,0.0148291925,0.1978851964,-0.1210297825,0.3928571429,0.1494252874,1,0.1072517791,0.0104684789,0.3842652796
0.1212624585,0.6472566909,0.4383573333,0.9434737096,0.9140619386,0.9863,0.9863055556,0.7711851852,0.6827676449,0.0176470588,0.8509803922,0.8611452835,0.2327790974,0.5436909121,0.4649325442,0.2881072382,0.1407867311,0.779899758,0.773186438,0.3402589075,0.3375608286,0.7866633509,0.7866362721,0.3272619048,0.3261547619,0.6898057193,0.6588594293,0.2940434783,0.2707046332,0.6078431373,0.0363678805,0.0372741255,0.3225955937,1,0.3,0.0027862209,1,0.9833333333,0.0157789409,1,-1,1,0.0117762272,0.2951724138,0.2978517723,0.2307971233,0.5,0.5,1,0.996,0.0023376623,0.021420656,0.9863636364,0.0148291925,0.2314954683,-0.2888665858,0.8348214286,0.3505747126,1,0.2639783124,0.0104684789,0.8453836151
0.1544850498,0.6411254486,0.4243733333,0.9270204257,0.8956671696,0.96775,0.96775,0.7932962963,0.7111398344,0.0176470588,1,1,0.0657165479,0.5267227717,0.3952487049,0.3061708526,0.1781010244,0.7076276069,0.6977965707,0.3665023446,0.3479285991,0.7190919426,0.7190775061,0.3786666667,0.3786587302,0.6726042349,0.6567779484,0.3343804348,0.3144305019,0.8980392157,0.0363678805,0.0372741255,0.4022746531,1,0.392,0.0027862209,1,0.971010101,0.0157789409,1,-1,1,0.0117762272,0.3779310345,0.3796992481,0.0886731734,0.5,0.5,1,0.348,0.0023376623,0.0160171739,0.98,0.0148291925,0.2549093656,-0.1354962188,0.2678571429,0.1436781609,1,0.1045408336,0.0104684789,0.2620286086
0.1162790698,0.5624992969,0.5180906667,0.9536194541,0.929582525,0.9714333333,0.9714166667,0.7252222222,0.6152520465,0.0176470588,0.8156862745,0.8254295805,0.0570071259,0.3984780589,0.5885263604,0.3529498962,0.1231880202,0.7605426892,0.7535185042,0.3634884373,0.3561323802,0.7697349723,0.7697317781,0.3571428571,0.3571428571,0.7810085134,0.7963584189,0.2989130435,0.2612934363,0.7960784314,0.0363678805,0.0372741255,0.3146382798,1,0.284,0.0027862209,1,0.9858585859,0.0043103448,1,-1,1,0.0117762272,0.2868965517,0.2902255639,0.0799208316,0.5,0.5,1,0.316,0.0023376623,0.004928442,0.9802020202,0.0043478261,0.253021148,-0.0533470264,0.2589285714,0.1206896552,1,0.0947136564,0.0104684789,0.244083225
0.1162790698,0.4017819978,0.5790506667,0.8700110046,0.8438600273,0.9,0.9,0.8035185185,0.7256131616,0.0176470588,0.7450980392,0.7539981745,0.0475059382,0.2732389748,0.7973455077,0.0705878616,0.1970966931,0.7979029842,0.7715338661,0.2498216504,0.2511412084,0.8348728151,0.8348629285,0.2380952381,0.2380952381,0.7344247981,0.6978215181,0.2548315217,0.2536920849,0.4117647059,0.0363678805,0.0372741255,0.2907530982,1,0.292,0.0027862209,1,0.9758585859,0.0157789409,1,-1,1,0.0117762272,0.2620689655,0.2650912997,0.0303604883,0.5,0.5,1,0.244,0.0023376623,0.0110774402,0.9944444444,0.0148291925,0.124244713,-0.0170292223,0.2232142857,0.0632183908,1,0.0391392748,0.0104684789,0.2136540962
0.2009966777,0.3904982619,0.5553706667,0.8229594439,0.7876697564,0.86115,0.8572222222,0.6411481481,0.5489811224,0.0176470588,1,1,0.0918448139,0.4122083174,0.7659208026,0.1095336919,0.0892057297,0.8907132158,0.8686476841,0.1568594445,0.1499289436,0.9187864147,0.9187636923,0.160097619,0.1600992063,0.8370224842,0.7832026514,0.1443043478,0.131722973,0.0470588235,0.0363678805,0.0372741255,0.4620538079,1,0.544,0.0027862209,1,0.9247474747,0.025862069,1,-1,1,0.0117762272,0.44,0.4408163265,0.021940533,0.5,0.5,1,0.496,0.0023376623,0.1253328432,0.9660606061,0.0173913043,0.04418429,-0.0248809635,0.4821428571,0.0862068966,1,0.0296509658,0.0104684789,0.46710013
0.1843853821,0.5979705025,0.3651626667,0.8131894678,0.7658259682,0.8738666667,0.8738611111,0.6989259259,0.6299168621,0.0176470588,1,1,0.0855106888,0.7463522597,0.3670361815,0.13725594,0.0684376247,0.8158774052,0.7784157033,0.1547473047,0.1472051161,0.868427597,0.868405471,0.1587309524,0.1587301587,0.7707487448,0.7512529302,0.1482826087,0.1430888031,0.0941176471,0.0363678805,0.0372741255,0.4221877979,1,0.46,0.0027862209,1,0.9734343434,0.0157789409,1,-1,1,0.0117762272,0.3986206897,0.3937701396,0.0190593461,0.5,0.5,1,0.44,0.0023376623,0.0465061317,0.9794949495,0.0148291925,0.043429003,-0.0352441415,0.4241071429,0.0862068966,1,0.0264317181,0.0104684789,0.3990897269
